Bear ID,Time,Period,Treatment,PropDev,DistDev
F13 ,Pre,day  ,AC     ,1,0
F13 ,Pre,day  ,AC     ,1,0
F13 ,Pre,day  ,AC     ,1,0
F13 ,Pre,day  ,AC     ,1,0
F13 ,Pre,day  ,AC     ,1,0
F13 ,Pre,day  ,AC     ,1,0
F13 ,Pre,day  ,AC     ,1,0
F13 ,Pre,night,AC     ,1,0
F13 ,Pre,night,AC     ,1,0
F13 ,Pre,night,AC     ,1,0
M17 ,Pre,day  ,AC     ,1,0
M17 ,Pre,day  ,AC     ,1,0
M17 ,Pre,day  ,AC     ,1,0
M17 ,Pre,day  ,AC     ,1,0
