Bear ID,Time,Period,Treatment,PropDev,DistDev
M17 ,Pre,day  ,AC     ,1,0
M28 ,Pre,day  ,AC     ,1,0
M28 ,Pre,day  ,AC     ,1,0
M28 ,Pre,day  ,AC     ,1,0
M28 ,Pre,night,AC     ,1,0
M28 ,Pre,night,AC     ,1,0
F04 ,Post,day  ,AC     ,1,0
F04 ,Post,night,AC     ,1,0
F10 ,Post,night,control,1,0
F10 ,Post,night,control,1,0
F12 ,Post,day  ,control,1,0
F12 ,Post,day  ,control,1,0
F12 ,Post,day  ,control,1,0
F12 ,Post,day  ,control,1,0
F12 ,Post,day  ,control,1,0
F12 ,Post,day  ,control,1,0
F12 ,Post,day  ,control,1,0
F12 ,Post,night,control,1,0
F12 ,Post,night,control,1,0
F12 ,Post,night,control,1,0
F12 ,Post,night,control,1,0
F12 ,Post,night,control,1,0
F13 ,Post,day  ,AC     ,1,0
F13 ,Post,day  ,AC     ,1,0
F13 ,Post,day  ,AC     ,1,0
F13 ,Post,day  ,AC     ,1,0
F13 ,Post,day  ,AC     ,1,0
F13 ,Post,day  ,AC     ,1,0
F13 ,Post,night,AC     ,1,0
F13 ,Post,night,AC     ,1,0
F13 ,Post,night,AC     ,1,0
F13 ,Post,night,AC     ,1,0
F13 ,Post,night,AC     ,1,0
F13 ,Post,night,AC     ,1,0
F13 ,Post,night,AC     ,1,0
F13 ,Post,night,AC     ,1,0
F13 ,Post,night,AC     ,1,0
F13 ,Post,night,AC     ,1,0
F13 ,Post,night,AC     ,1,0
F13 ,Post,night,AC     ,1,0
M17 ,Post,day  ,AC     ,1,0
M17 ,Post,day  ,AC     ,1,0
M17 ,Post,day  ,AC     ,1,0
M17 ,Post,day  ,AC     ,1,0
M17 ,Post,night,AC     ,1,0
M17 ,Post,night,AC     ,1,0
M21 ,Post,night,control,1,0
M28 ,Post,day  ,AC     ,1,0
M28 ,Post,night,AC     ,1,0
